auxcosp,descr,unidad,grupplat
68.873479,BRACIOLA ALLA NORCINA,ORDEN,A5
11.858733,RISOTO AL VINO TINTO,PIEZA,AS
0.055,CIRUELA PASA C,GR,M00
5.250884,TARTA DE MANZANA,ORDEN,A34
0.2967011,LERMA CRIANZA,ML,M00
0.1839078,ARROGANT PINOT NOIR,ML,M00
137.93085,ARROGANT PINOT NOIR,BOTELLA,V16
27.58617,ARROGANT PINOT NOIR COPA,COPA,V16
222.525825,LERMA CRIANZA,BOTELLA,V16
44.505165,LERMA CRIANZA COPA,COPA,V16
15.8118413,BROWNIE CIBONO PC,PIEZA,M00
0.0,GRAPPA BIANCA,ML,M00
0.0,G***,ML,M00
9.613545,GRAPPA BIANCA,COPA,B12
23.9001999,GRAPPA PROSECCO,COPA,B12
1.829363,CUPCAKE 10 DE MAYO,PIEZA,A2
2.253137,MERENGUES 10 DE MAYO,ORDEN,A2
71.9700724,MANZO A LA GRIGLIA 250,ORDEN,A5
164.5109898,MANZO A LA GRIGLIA 600,ORDEN,A5
15.6971983,STRONGBOW T,PIEZA,B15
0.4324133,RECUERDO DE OAXACA,ML,MP
16.4864196,PANQUE DE TE VERDE PC,PIEZA,MH
8.0348709,PANQUE DE CHAI,PIEZA,A5
5.6692001,PANQUE DE CHAI,PIEZA,MH
14.1513605,EXTRA DE COMPORTA DE ZARZAMORA,ORDEN,A38
0.2696482,PASTA DE AJO PVT,GR,MH
44.1866772,TINY TEN,COPA,B0
46.6292583,BAGED,COPA,B0
29.9753604,TEA TONIC,COPA,B0
40.7799998,CIROC FRESH,COPA,B0
69.4891056,PERFECT GOLD,COPA,B0
194.4815098,ROB ROY,COPA,B0
51.6354264,FASHIONED,COPA,B0
76.8471348,BLOOD AND SAND,COPA,B0
0.8743842,GRAPPA DI NEBBIOLO,ML,MR
0.4913793,GRAPPA DI PROSECCO,ML,MR
0.145,FILETE DE CURVINA,GR,M00
0.2712644,GRAVEDAD,ML,M!
0.4333333,ABADIA CRIANZA,ML,M!
0.78,EMPIT,ML,M00
203.4483,GRAVEDAD,BOTELLA,V11
40.68966,GRAVEDAD COPA,COPA,V11
324.999975,ABADIA CRIANZA,BOTELLA,V16
64.999995,ABADIA CRIANZA COPA,COPA,V16
585.0,EMPIT,BOTELLA,V16
117.0,EMPIT COPA,COPA,V16
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.2636364,LEVADURA SECA,GR,M0
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.0,XXX,PIEZA,M00
0.0,XXX,GR,M00
0.0,XXX,GR,M00
0.185,FONDANT,GR,M0
0.0,XXX,GR,M00
0.20165,CONCENTRADO DE BLUEBERRY B,ML,M8
0.162965,BASE DE YOGURT B,GR,M8
0.2127133,QUESO FETA,GR,M00
0.031,VINAGRE DE MANZANA C,ML,M00
0.09,QUINOA C,GR,M0
0.133,ACEITUNAS RELL DE PIMIENTO C,GR,M00
0.10925,TAJIN,GR,M0
0.0758962,SURIMI,GR,M00
0.03375,XXX,GR,M00
0.13,CHILTEPIN,GR,M0
0.06363,JAMON PARA PERSONAL,GR,M1
66.2575632,PIZZA TOS***,PIEZA,A5
16.5643908,PIZZA TOSCANA REB***,PIEZA,A5
45.8583157,PIZZA TROPICAL,PIEZA,A33
11.4645789,PIZZA TROPICAL REBANADA,PIEZA,A33
58.7038836,PIZZA VEN***,PIEZA,A5
14.6759709,PIZZA VENECIA REB***,PIEZA,A5
55.4398835,PIZZA N***,PIEZA,A5
13.8599709,PIZZA NAPOLI REBA***,PIEZA,A5
72.0506362,PIZZA MARINERA***,PIEZA,A5
18.012659,PIZZA MARINERA REBANADA***,PIEZA,A5
66.2218685,PIZZA GRIEGA***,PIEZA,A5
16.5554671,PIZZA GRIEGA REBANADA***,PIEZA,A5
49.3022518,PIZZA LIGURIA,PIEZA,A33
12.3255629,PIZZA LIGURIA REBANADA,PIEZA,A33
55.9627363,PIZZA MEDITERRANEA***,PIEZA,A5
13.9906841,PIZZA MEDITERRANEA REBANAD***,PIEZA,A5
62.9146554,PIZZA ATENAS***,PIEZA,A5
15.7286639,PIZZA ATENAS REBANADA***,PIEZA,A5
53.7919645,PIZZA GRANJERA,PIEZA,A33
13.4479911,PIZZA GRANJERA REBANADA,PIEZA,A33
38.7187071,PIZZA CAPRESSE***,PIEZA,A5
9.6796768,PIZZA CAPRESSE REBANADA***,PIEZA,A5
33.6089815,PIZZA A LA MEXICANA,PIEZA,A33
8.4022454,PIZZA A LA MEXICANA REBANADA,PIEZA,A33
79.4516068,PIZZA CIBO***,PIEZA,A5
19.8629017,PIZZA CIBONO REBANADA,PIEZA,A5
23.6136963,ENSALADA DE QUINOA,ORDEN,A28
29.7284622,ENSALADA CIBONO***,ORDEN,A5
21.3865237,ENSALADA CAPRESSE,ORDEN,A28
12.3780286,ENSALADA DE LA CASA CIBONO,ORDEN,A28
12.5318005,TRIC***,ORDEN,A5
19.8834129,ENSALAD***,ORDEN,A5
8.7611508,ENSALA***,ORDEN,A5
16.5703922,ENSALADA DE PROSCIUTTO,ORDEN,A28
20.202935,CHAI CON COCO FRAPPE,VASO,B19
23.18207,FRAPEASE CON TISANAS,VASO,B19
8.7887125,MANGONADA,VASO,B19
23.9311111,SMOTHIES BLUEBERRY,VASO,B19
16.0446335,FRAPPE COKIES & CREAM,VASO,B19
0.194445,CHILL OUT COOKIES & CREAM,GR,M8
0.1622,TORANI FRESA & PLATANO,ML,M8
3.805752,GIN FRESA Y ZARZAMORA,ORDEN,BS
4.6053563,GIN PEPINO,ORDEN,BS
5.0005145,GIN MANZANA VERDE,ORDEN,BS
2.3600375,GIN ROMERO,ORDEN,BS
3.9742745,GIN KIWI FRESA,ORDEN,BS
2.0681774,GIN EUREKA,ORDEN,BS
2.7308108,GIN JENGIBRE,ORDEN,BS
10.5183179,RUSA,VASO,B13
43.0519272,MARTINI DE FRESA,COPA,B18
12.8808228,RUSO BLANCO,COPA,B0
9.5614088,RUSO NEGRO,COPA,B0
31.6199646,KETEL MARY,COPA,B0
26.7222705,MINT JULEP,COPA,B0
24.5466934,MEDIAS DE SEDA,COPA,B0
25.3423185,WHISKY SOUR,COPA,B0
33.2014071,AMARETTO COLADO,COPA,B14
25.8118562,MIDORI COLADO,COPA,B14
26.1182402,SPLASH,COPA,B0
9.7726233,RON CON GOMA,COPA,B14
29.0298902,CLAMATO CON VODKA Y ALMEJAS,COPA,B14
20.7627182,CLAMATO CON VODKA,COPA,B14
1.2931667,CONO PARA HELADO,PIEZA,M0
448.7983433,DON JULIO REPOSADO BOTELLA,BOTELLA,B17
0.5191467,ZACAPA AMBAR,ML,MI
32.581448,ZACAPA AMBAR COPA,COPA,B1
13.1866681,EROS-DEG,ORDEN,V16
4.214,CABERNET TAVOLA-DEG,ORDEN,V29
20.666665,VITE ROSA IGT - DEG,ORDEN,V16
7.052,NERO D'AVOLA IGT CELLARO-DEG,ORDEN,V29
3.9474,MERLOT TAVOLA-DEG,ORDEN,V29
3.15e-05,OINOZ - DEG,ORDEN,V29
11.0618919,VALPOLICELLA CLASSICO DOC-DEG,ORDEN,V16
16.9133319,MERLOT TRAVERSO-DEG,ORDEN,V16
12.3266681,TRECCIANO COLLI SENESI-DEG,ORDEN,V16
10.836,PROSECCO EDIZIONE ORO-DEG,ORDEN,V29
10.492,MOSCATO IGT-DEG,ORDEN,V16
17.0516973,BRACHETO D'ACQUI-DEG,ORDEN,V29
10.0906681,PINOT GRIGIO DOC PIAVE-DEG,ORDEN,V29
9.46,ROSATO FRIZZANTE-DEG,ORDEN,V16
7.2813319,TAI IGT-DEG,ORDEN,V16
9.724,STELLAR - DEG,ORDEN,V16
25.2266681,ROSSO DI MONTALCINO - DEG,ORDEN,V16
13.56322,GAILUR - DEG,ORDEN,V16
12.754665,COTIDIANO - DEG,ORDEN,V16
43.0544681,MONTE X PETIT VERDOT-DEG,ORDEN,V16
18.4185966,FUSILI AMATRICIANA,ORDEN,A5
31.7064309,PENNE PUTANESCA,ORDEN,A5
30.1930292,TAGLIATELLE AL LIMON,ORDEN,A5
13.3737097,SPAGUETTI CARBONARA CIB,ORDEN,A5
7.9655352,MONTEPULCIANO COLEZZIO DEG-CIB,ORDEN,V34
8.6896614,MALBEC LA NINA DEG-CIB,ORDEN,V34
3.8556,MERLOT IGT OM DEG-CIB,ORDEN,V34
5.9345538,1492 BLANCO DEG-CIB,ORDEN,V34
6.02989,LAMBRUSCO AMABILE DEG-CIB,ORDEN,V34
7.9655352,MERLOT T.SICILIANE DEG-CIB,ORDEN,V34
7.9655352,QUINTA HINOJAL DEG-CIB,ORDEN,V34
6.888,NERO D'AVOLA CELLARO DEG-CIB,ORDEN,V16
7.1119986,TAI IGT OM DEG-CIB,ORDEN,V16
9.7070455,POSTRE + AMERIACANO,ORDEN,BP
5.0572115,PAN DULCE + AMERICANO,ORDEN,BP
0.0,FRAPPÉ 2 X $58,ORDEN,BP
11.11,PIZZ***,ORDEN,A5
0.0,PIZZA + POSTRE +BEBIDAS,ORDEN,BP
0.0,PROMO BOHEMIA WEIZEN,ORDEN,B0
0.0,HEINEKEN + MINI,ORDEN,B0
16.0610829,CAPUCCINO 2 X $39,ORDEN,BP
0.0,PAQUETE DEL DIA,ORDEN,A5
5.2631579,EXTRA DE POLLO PARA ENSALADA,ORDEN,A38
31.1574222,CAFE IRLANDES,COPA,B16
3.525,TANG,PIEZA,M0
22.4453936,BASE SOPA DE CEBADA Y PROSCIUT,PIEZA,AX
0.025,CEBADA,GR,M0
0.0652222,DULCE DE LECHE,GR,M0
10.075,CERVEZA CUARTITO,PIEZA,MT
0.05,LECHUGA HIDROPONICA,GR,M6
21.2210526,EXTRA DE CAMARONES,ORDEN,A5
230.000025,RUBINO,BOTELLA,V16
0.3066667,RUBINO DI CANTAVENNA,ML,M!
46.000005,RUBINO COPA,COPA,V16
384.999975,DAINERO IGT,BOTELLA,V16
76.999995,DAINERO COPA,COPA,V16
230.000025,LUMA SYRAH,BOTELLA,V16
46.000005,LUMA SYRAH COPA,COPA,V16
5.9223015,SOL DE CAMPO - DEG,ORDEN,V16
22.0733319,DAINERO -DEG,ORDEN,V16
13.1866681,LUMA SYRAH-DEG,ORDEN,V16
11.1315789,GAMBERI PORCION FRIA,PIEZA,AS
4.579878,OSSO BUCO DE RES Y POLENTA PVT,PIEZA,AS
8.2452746,POLENTA AL ROMERO PVT,PIEZA,AS
1.0611546,HOJUELAS DE BETABEL,PIEZA,AS
0.0,A***,ORDEN,A5
4.2288309,OSSO BUCCO PVT***,PIEZA,M00
13.3951994,POLE ROME***,PIEZA,M00
1.5994473,HOJUELAS DE BETABEL***,PIEZA,M00
81.2695035,SHORT RIB PVT,PIEZA,AS
79.9413637,SHORT RIB PVT***,PIEZA,M00
0.0487689,PURE DE PAPA Y TOMILLO,GR,AY
0.0487689,PURE DE PAPA Y TOMILLO,GR,M00
106.208266,A***,ORDEN,A5
0.01505,SALSA DEMI GLACE,ML,AS
0.01505,SALSA DEMI GLACE,ML,MH
0.0409017,MOUSSE DE BETABEL,ML,AS
0.0409017,MOUSSE DE BETABEL,ML,MH
0.0589983,CHERRY CONFIT,GR,AS
0.0589983,CHERRY CONFIT,GR,MH
0.0,A***,ORDEN,A5
91.7903851,PORK BELLY CARAMELIZADO PVT,PIEZA,AS
70.6036013,PORK BELLY CARAMELIZADO***,PIEZA,M00
0.1125827,HIGO E HINOJO GLASEADO,GR,AS
0.1844257,HIGO E HINOJO GLASEADO***,PIEZA,M00
0.0135364,PURE DE ZANAHORIA,GR,AS
0.0157167,PURE DE ZANAHORIA***,GR,M00
0.0,A***,ORDEN,A5
0.3321424,HOJUELAS DE ZANAHORIA***,GR,AS
0.412029,HOJUELAS DE ZANAHORIA***,PIEZA,M00
8.0089427,AS TERNERA EN CAFE PVT,PIEZA,AS
10.4224704,TERNERA EN CAFE PVT,PIEZA,M00
0.0538212,AS VINAGRETA DE CAFE,ML,AS
0.0668029,VINAGRETA DE CAFE,ML,M00
2.6584787,RISSOTO GUARNION 50 GR PVT,PIEZA,AY
2.6584787,RISOTTO GUARNICION 50 GR PVT,PIEZA,MH
12.686978,AS RISOTTO DE SAL***,PIEZA,AS
12.6521654,RISOTTO DE SALVIA,PIEZA,M00
0.5,BROTES DE ARUGULA,GR,M00
0.0326167,PASTA DE TOMATE,GR,M0
0.07,ZANAHORIA BABY,GR,M00
2.1666667,FLORES COMESTIBLES,PIEZA,M6
0.0,F***,GR,M00
0.225,DEMI GLACE KNORR,GR,M0
0.12,SEMILLA DE HINOJO,GR,M0
0.11,PORK BELLY,GR,M3
0.0,LOMO DE TERNERA,GR,M00
0.6538462,PIMIENTA DE CAYENA,GR,M00
3.975,FOIE GRASS,GR,M3
0.538,P***,GR,M00
21.1247298,OSSOBUCO DI MANZO,ORDEN,A5
26.3311977,FILETTO AL CAFFÉ,ORDEN,A5
106.5689592,PORK BELLY CARAMELIZADO,ORDEN,A5
190.4555143,FILETTO DI MANZO AL FOIE,ORDEN,A5
0.0259,CALABAZA NARANJA,GR,M00
0.3452632,QUESO TALEGGIO,GR,M4
1.1770667,RECIOTO DOC CAMPOREALE,ML,M!
73.4334319,SALMON 3 PIMIENTAS,PIEZA,A4
1.5,PIMIENTA VERDE,GR,M0
0.08,ECHALOTE,GR,M00
0.0887042,VINAGRE DE ARROZ,ML,M00
18.0638798,ENSALADA ESPINACA/FRAMBUESA,ORDEN,A82
0.12,ESPINACA BABY,GR,M6
0.096,VINAGRE DE FRAMBUESA,ML,M00
558.7219138,PATO DE GRANADA Y NUEZ,PIEZA,AZ
0.03664,GRANADA,GR,M00
0.082,ARROZ SALVAJE,GR,M00
48.38405,ROLL DE SALMON,PIEZA,A82
6.0357026,BISQUE ZANAHORIA,ORDEN,A82
11.0484581,CLAM CHOWDER,ORDEN,A4
33.8608248,AGNOLOTTI DI GRANCHI,ORDEN,AZ
23.6330154,PROSCIUTTO AL MELON,ORDEN,A82
24.7515367,POLLO CHOSSER,ORDEN,AZ
36.1936049,SPANAKOPITA,ORDEN,A5
6.9832879,STRUSSEL DE MANZANA,ORDEN,AZ
7.7380228,FARFALLE GRIEGO,ORDEN,AZ
0.0998,FARFALLE,GR,M00
15.2310182,BUDDIN DE PAN NAVIDEÑO,ORDEN,A82
131.9311733,PASTA PARA TARTALETA,ORDEN,AZ
20.8151783,ZUCCOTTO,ORDEN,AZ
51.4958172,MIELE E RICOTTA,ORDEN,AZ
156.5206707,SERPENTONE DELLE MONACHE,ORDEN,AZ
69.9835879,ENSALADA DE PULPO,ORDEN,AZ
0.5177857,UNION JOVEN,ML,MP
0.7686667,UNION VIEJO,ML,MP
23.3374017,UNION JOVEN,COPA,B9
34.1252847,UNION VIEJO,COPA,B9
28.6927751,CESTINO DI VECCIO,ORDEN,A5
0.119,OSSOBUCO DE TERNERA,PIEZA,M00
0.075005,OREGANO FRESCO,GR,M6
0.095,TOCINO AHUMADO ECONOMICO,GR,M1
1.2071176,CUATRO PIMIENTAS,GR,M0
6.1678398,BISCOCHO DE CHOCOLATE,PIEZA,M00
5.5482515,ENSALADA DE QUINOA ROBERT,ORDEN,A4
0.275,CHULETA DE TERNERA GOTA,GR,M0
168.6929879,RACK OF VEAL,ORDEN,AZ
14.603548,VEAL SHANK,ORDEN,AZ
8.9957513,CAMARONES ENVUELTOS C PROSCIUT,ORDEN,AZ
33.1714286,OSSOBUCO DE RES,PIEZA,M00
5.555,CERVEZA DE BARRIL,VASO,B24
0.02222,CERVEZA DE BARRIL,ML,MT
22.22,JARRA CERVEZA DE BARRIL,JARRA,B24
12.9983794,APLICAR PROMO BEBIDAS PIZZA,ORDEN,BP
192.49995,ABADIA LA ARROLLADA JOVEN,BOTELLA,V16
38.49999,ABADIA LA ARROLLADA COPA,COPA,V16
260.74995,HDA. GRIMON DRIANZA,BOTELLA,V16
52.14999,HDA. GRIMON CRIANZA COPA,COPA,V16
0.1624685,SAZONADOR DE CARNES,GR,M00
0.398,PAPRIKA,GR,M00
0.2566666,ABADIA JOVEN,ML,M00
0.3476666,HACIENDA GRIMON,ML,M00
29.1034483,COSTILLA CARGADA DE RES,PIEZA,M00
350.000025,PIAN DI NOVA,BOTELLA,V16
70.000005,PIAN DI NOVA COPA,COPA,V16
0.0,PLATILLO CUMPLEAÑOS,ORDEN,A5
0.0,PLATILLO TE EXTRAÑAMOS,ORDEN,A5
36.5369343,COSTILLA DE RES MARINADAS LIMO,ORDEN,A27
49.5673669,ARRACHERA MARIN CERVEZA PC,ORDEN,A27
56.6907415,NEW YORK MARIN AL ROMERO PC,ORDEN,A27
78.6214286,RIB EYE SAMS,PIEZA,M00
53.3333333,NEW YORK SAMS,PIEZA,M00
43.2908756,CHULETON MARIN OREGANO PC,ORDEN,A27
27.5412516,PECHUGA RELLE/P/TAMARINDO,ORDEN,A27
28.4806947,POLLO MARIN PORT/PESTO,ORDEN,A27
59.1791251,SALMON MARIN FINAS HIERBAS,ORDEN,A27
62.1584668,SALMON MARIN COSTRA AJONJOLI,ORDEN,A27
9.3320633,VERDURAS AL VAPOR,ORDEN,A27
4.2088068,CHILES TOREADOS CIBONO,ORDEN,A27
3.7883235,CEBOLLA ASADA,ORDEN,A27
6.8736804,PAPAS CAMBRAY AL ROMERO,ORDEN,A27
2.7966774,PASTA DE PEREJIL,ORDEN,A27
9.1758899,PAPA AL HORNO CIBONO,ORDEN,A27
13.0991431,PANQUE DE ELOTE PRODUCCION PC,ORDEN,A27
0.0680861,CREMA INGLESA CIBONO,GR,A27
9.4446953,VOLCAN DULCE DE LECHE PC,ORDEN,A27
0.4666667,PIAN DI NOVA IGT,ML,M!
49.5673669,ARRACHERA A LA CERVEZA,ORDEN,A28
56.6907415,NEW YORK AL ROMERO,ORDEN,A5
43.2908756,CHULETON AL OREGANO,ORDEN,A28
38.7176883,PECHUGA CON SALSA DE TAMARINDO,ORDEN,A28
32.6440002,POLLO CON PORTOBELLO Y PESTO,ORDEN,A28
65.868147,SALMON A LAS FINAS HIERBAS,ORDEN,A5
74.538765,SAMON COSTRA DE AJONJOLI,ORDEN,A5
9.3320633,VERDURAS AL VAPOR,ORDEN,A38
4.2088068,CHILES TOREADOS CIBONO,GR,A38
3.7883235,CEBOLLA ASADA,ORDEN,A38
6.8736804,PAPAS CAMBRAY AL ROMERO,ORDEN,A38
2.7966774,PASTA DE PEREJIL,ORDEN,A38
9.1758899,PAPA AL HORNO,ORDEN,A38
12.1986804,PAPAS BRAVAS,ORDEN,A38
0.0324362,PIMIENTOS DULCES,GR,A27
12.1986804,PAPAS BRAVAS,ORDEN,A27
3.8923445,PIMIENTOS DULCES,ORDEN,A38
16.2750025,PAPAS FRITAS 300 GR,ORDEN,A28
18.2227379,PANQUE DE ELOTE,ORDEN,A34
10.1946953,VOLCAN DULCE DE LECHE,ORDEN,A5
0.0,G***,GR,M00
14.9828243,SOPA DE PAPA,ORDEN,A39
18.5390264,SOPA MINESTRONE,ORDEN,A39
8.8722625,SOPA DE POMODORO ARROSTO,ORDEN,A39
9.4881349,REFRESCO,PIEZA,B25
3.98125,AGUA CIEL 600,PIEZA,B25
7.4525881,LIMONADA,VASO,B25
8.3321794,NARANJADA,VASO,B25
7.9992,CERVEZA DE BARRIL PR,VASO,B25
31.9846298,COM***,ORDEN,A5
32.5477443,COMBO R***,ORDEN,A5
34.3989308,COMBO JA***,ORDEN,A5
51.3183845,COMB***,ORDEN,A5
15.8095059,COM***,ORDEN,A5
20.7512948,COMBO POR***,ORDEN,A5
21.3144093,COMBO ROA***,ORDEN,A5
23.1655958,COMBO JA***,ORDEN,A5
40.0850495,COMBO SA***,ORDEN,A42
74.4058092,PAVO NAVIDEÑO X KILO 2017,PIEZA,A82
2.2759815,RICE PILAF,ORDEN,A4
0.02,ARROZ PRECOCIDO,GR,M00
83.4798502,PRIME RIB NAVIDEÑO,ORDEN,A82
15.0075923,PASTEL DE CHOCOLATE MOLTEN,ORDEN,A4
287.0730173,PAQ 1 NAVIDAD 2016,PIEZA,A4
1344.7081095,PAQ 2 NAVIDAD 2016,ORDEN,A4
1117.8775803,PAQ 3 NAVIDAD 2016,ORDEN,A4
1743.0141757,PAQ 4 NAVIDAD 2016,ORDEN,A4
873.1203748,PAQ 5 NAVIDAD 2016,ORDEN,A4
12.0993904,CARNE DE HAMBURGUESA N-CIB,PIEZA,A27
9.7996366,RELLENO BASE DE HAMBURGUESA,PIEZA,A27
0.0489516,SALSA BBQ,GR,M0
2.42,Q***,PIEZA,M00
27.7321582,HAMBURGUESA HAWAIANA,ORDEN,A29
24.7780993,HAMBURGUESA MEXICANA,ORDEN,A29
22.0019113,HAMBURGUESA DE RES,ORDEN,A29
22.8390605,HAMBURGUESA BBQ,ORDEN,A29
0.0190212,PICO D***,GR,A27
12.2682902,MOLLETES,ORDEN,A5
23.0402479,ENCHILADAS VERDES,ORDEN,A5
24.6697762,ENCHILADAS ROJAS,ORDEN,A5
14.9219818,CHILAQUILES VERDES,ORDEN,A5
0.035,TOTOPOS,GR,M00
14.3159577,CHILAQUILES ROJOS,ORDEN,A5
11.4665907,HUEVOS RANCHEROS,ORDEN,A28
20.2267294,SINCRONIZADA DE JAMON,ORDEN,A5
20.409251,BAGEL DULCE,ORDEN,A5
15.0749356,BAGEL DE FRUTOS ROJOS,ORDEN,A5
8.1842853,LIMONADA DE CHIA Y PEPINO,VASO,B23
9.989718,LIMONADA MARACUYA HIERBABUENA,VASO,B23
21.7807332,SMOTHIE DE LYCHEE,VASO,B19
0.1692556,CONCENTRADO DE LICHEE,ML,M8
7.638947,LIMONADA CHIA/JENGIBRE/JAMAICA,VASO,B23
0.086,CARNE DE RES 70-30 P/HAMBURG,GR,M3
3.6735,DES + JAMON,ORDEN,A28
2.148,DES + CHORIZO,ORDEN,A28
3.6735643,DES + TOCINO,ORDEN,A28
0.136,BRISKET DE RES,GR,M00
2.8300313,DES + HUEVO,ORDEN,A28
4.2191903,DES + POLLO,ORDEN,A28
0.0672,QUESO MANCHEGO PERSONAL,GR,M4
2.8884794,TAGLIATELLE PLT,ORDEN,A31
2.9478829,SPAGHETTI PLT,ORDEN,A31
2.8235253,PENNE PLT,ORDEN,A31
22.6950094,CUATRO QUESOS SSA,ORDEN,A39
12.2387605,CARBONARA SSA,ORDEN,A39
27.3012719,PUTANESCA SSA,ORDEN,A39
12.976758,BOLOÑESA SSA,ORDEN,A39
21.5930989,PESTO SSA,ORDEN,A39
9.2266703,ALLA ARRABIATA SSA,ORDEN,A39
2.7367356,AL BURRO SSA,ORDEN,A39
3.6670966,AL POMODORO SSA,ORDEN,A39
10.2658138,A LA PANNA,ORDEN,A39
0.0,PASTA+SOPA+REF,ORDEN,A42
2.8235253,PENNE PRE,ORDEN,A39
2.8884794,TAGLIATELLE PRE,ORDEN,A39
2.9478829,SPAGUETTI PRE,ORDEN,A39
11.233335,PASTA + PAPAS +REF,ORDEN,A41
67.9240765,NEW YORK COMBO P+R,ORDEN,A41
56.6907415,NEW YORK COMBO S+R,ORDEN,A42
43.8773352,POLLO PORTOBELLO COMBO P+R,ORDEN,A41
32.6440002,POLLO PORTOBELLO COMBO S+R,ORDEN,A42
41.8039076,PENNE GRATIN COMBO P+R,ORDEN,A41
30.5705726,PENNE GRATIN COMBO S+R,ORDEN,A42
51.0400634,LASAÑA COMBO P+R,ORDEN,A41
39.8067284,LASAÑA COMBO S+R,ORDEN,A42
2.6171857,GAL***,PIEZA,A27
4.8877063,ROLES DE CANELA,PIEZA,A27
1.3520132,CAKE POPS PC,PIEZA,A27
1.8525168,WAFFLE BASE,PIEZA,A27
0.325,TOPPING SALSA DE CHOCOLATE,PIEZA,A27
0.0,PRESUPUESTO DESAYUNO,ORDEN,A5
2.8581815,COUNTRY STYLE,PIEZA,M00
1.7083333,HUEVO DE CODORNIZ,PIEZA,M00
0.22177,GAL***,ML,M00
0.4488156,GRIMON RESERVA,ML,M00
0.8241378,MUSAI,ML,M!
203.4483,GALIUR CRIANZA,BOTELLA,V16
40.68966,GALIUR CRIANZA COPA,COPA,V16
336.6117,GRIMON RESERVA,BOTELLA,V16
67.32234,GRIMON RESERVA COPA,COPA,V16
618.10335,ROA MUSAI,BOTELLA,V16
123.62067,ROA MUSAI COPA,COPA,V16
41.28,A MATILDE -DEG,COPA,V29
38.3144319,MONTE X CAB FRANC -DEG,COPA,V16
43.0544681,MONTE X PINOT NOIR-DEG,ORDEN,V16
41.314579,BRUSCHETTA TRUFADA,ORDEN,A5
11.233335,COMBO PAPAS + BEBIDA HB,ORDEN,A29
0.0,COMBO SOPA + BEBIDA HB,ORDEN,A29
11.233335,COMBO PAPAS + BEBIDA PI,ORDEN,A36
0.0,COMBO SOPA + BEBIDA PI,ORDEN,A36
11.233335,COMBO PAPAS + BEBIDA PA,ORDEN,A31
0.0,COMBO SOPA + BEBIDA PA,ORDEN,A31
11.233335,COMBO PAPAS + BEBIDA  PL,ORDEN,A28
0.0,COMBO SOPA + BEBIDA PL,ORDEN,A28
26.2409776,PORCHETTA PLO FUERTE,ORDEN,A28
11.790274,MALTEADA DE AMARANTO,VASO,B19
13.8239073,LATTE DE AMARANTO,ORDEN,B19
0.0409576,INFUSION DE JENGIBRE CIB,ML,BS
0.0328571,HELADO MMK,GR,M4
2.6171857,GA***,PIEZA,A5
5.2343715,GALLETAS 2 X 15,ORDEN,A34
1.8525168,WAFFLE NATURAL (CANELA AZUCAR),PIEZA,A5
1.8525168,WAFFLE CON TOPPING,PIEZA,A5
5.5575505,WAFFLE NAT 3 X 28,ORDEN,A5
1.3520132,CAKE POPS,PIEZA,A5
0.75,TOPPING NUEZ,ORDEN,A27
0.7826664,TOPPING DULCE DE LECHE,ORDEN,A27
0.2712644,GAILUR CRIAZA,ML,M!
176.3675791,PASTEL DE CHOCOLATE EO,PIEZA,A35
154.1648265,MOUSSE DE CHOCOLATE EO,PIEZA,A35
185.4432252,CHEESSECAKE CIBONO EO,PIEZA,A35
156.707743,CHEESE CAKE MARACUYA EO,PIEZA,A35
74.5979364,TARTA DE LIMON EO,PIEZA,A35
0.1975,QUESO OAXACA (QUESILLO),GR,M4
370.6896,LERMA SELECCION,BOTELLA,V16
74.13792,LERMA SELECCION COPA,COPA,V16
300.863325,MONTEFIORI CAB-MONTE,BOTELLA,V16
60.172665,MONTEFIORI CAB-MONTE  COPA,COPA,V16
0.4942528,LERMA SELECCION RESERVA,ML,M!
0.4011511,MONTEFIORI CAB-MONTEPULCIANO,ML,M!
17.7638921,ENSALADA DEL DIA,ORDEN,A5
18.5,TRUFA NEGRA ENTERA,GR,M0
2.0299467,GLENLIVET 15,ML,MQ
0.9224267,GLENMORANGIE,ML,MQ
97.545848,GLENLIVET 15,COPA,B10
49.922488,GLENMORANGIE,COPA,B10
0.4998,PROSECCO NUMERO 10,ML,M00
410.0,MAGRET DE PATO,GR,M3
20.057555,MONTEFIORI CAB-MONTE DEG,ORDEN,V16
40.172445,TERMES - DEG,ORDEN,V29
18.6333319,ABADIA CRIANZA-DEG,COPA,V16
254.31,HENRY LURTON CHENIN,BOTELLA,V16
50.862,HENRY LURTON CHENIN COPA,COPA,V16
370.689975,PIES DE TIERRA,BOTELLA,V7
74.137995,PIES DE TIERRA COPA,COPA,V16
495.69,ROA RESERVA,BOTELLA,V16
99.138,ROA RESERVA COPA,COPA,V16
20.632185,KOONUNGA HILL-DEG,COPA,V16
