auxcosp,descr,unidad,grupplat
0.328,MORTADELA ITALIANA,GR,M00
0.375,PROSCIUTTO,GR,M1
0.120289,SALAMI DE VERONA,GR,M1
0.0531319,CREMA ACIDA ALPURA,ML,M4
0.1657142,HELADO,GR,M4
0.099965,MANTEQUILLA SIN SAL,GR,M4
0.3384615,QUESO BRIE,GR,M4
0.1350033,QUESO EMMENTAL,GR,M00
0.0,QUESO GRUYERE,GR,M00
0.3200511,QUESO GRANA PADANO,GR,M4
0.2123742,QUESO MASCARPONE BELGIOGIOSO,GR,M4
0.145195,QUESO MOZZARELLA AMERICANO,GR,M4
0.4696,QUESO MOZZARELLA DI BUFFALA,GR,M4
0.1908278,QUESO MOZARELLA DE VACA,GR,M4
0.4803571,QUESO PECORINO,GR,M00
0.1507178,QUESO PROVOLONE AHUMADO,GR,M4
0.035,REQUESON,GR,M4
0.0276,YOGHURT NATURAL,GR,M4
0.0384615,ALMEJA CHIRLA,GR,M5
0.155,CALAMAR BABY,GR,M5
0.18,CAMARON PACOTILLA,GR,M5
0.11,CAMARON U 15,GR,M5
0.26,SALMON AHUMADO,GR,M5
0.255,SALMON FRESCO,GR,M5
0.1389978,MEJILLON NUEVA ZELANDA,GR,M00
0.07,MEJILLON FRESCO,GR,M5
0.18,PULPO,GR,M5
0.4292308,FILETE DE ROBALO,GR,M00
0.0,COURVOISIER VS,ML,M00
0.9128571,COURVOISIER VSOP,ML,M00
1.2611,HENESSY VSOP,ML,MK
5.4038143,HENESSY XO,ML,MK
0.0,HENESSY PARADISE,ML,M00
0.8953286,MARTELL VSOP,ML,MK
1.2857714,REMY MARTIN VSOP,ML,MK
5.4987714,REMY MARTIN XO,ML,MK
0.6179857,1800 AÑEJO,ML,MO
0.0,1800 PLATA,ML,M00
0.3020892,1800 REPOSADO,ML,M00
0.0068443,CAZADORES AÑEJO,ML,M00
0.147389,CAZADORES BLANCO,ML,M00
0.2045977,CAZADORES REPOSADO,ML,M00
0.0217538,CENTENARIO AÑEJO,ML,M00
0.2512286,CENTENARIO AZUL,ML,MO
0.2464143,CENTENARIO REPOSADO,ML,M00
0.0,CENTENARIO ROSANGEL,ML,M00
0.2927338,CUERVO TRADICIONAL REPOSADO,ML,MO
0.0,DON EDUARDO REPOSADO,ML,M00
2.35724,DON JULIO 1942,ML,MO
0.8813,DON JULIO AÑEJO,ML,MO
0.44552,DON JULIO BLANCO,ML,MO
0.0,DON JULIO REAL,ML,M00
0.5183429,DON JULIO REPOSADO,ML,MO
0.7326286,DON JULIO REPOSADO CLARO,ML,MO
0.3682142,HERRADURA ANTIGUO AÑEJO,ML,M00
0.5843571,HERRADURA ANTIGUO REPOSADO,ML,M00
0.574712,HERRADURA AÑEJO,ML,M00
0.4729,HERRADURA BLANCO,ML,MO
0.5847286,HERRADURA REPOSADO,ML,MO
0.0,HERRADURA SELECCION SUPREMA,ML,M00
0.3206867,MAESTRO TEQUILERO BLANCO,ML,M00
0.0,PATRON AÑEJO,ML,M00
0.6172413,PATRON BLANCO,ML,M00
1.0305747,PATRON REPOSADO,ML,M00
2.6424133,RESERVA DE LA FAMILIA,ML,MO
0.4217212,TRES GENERACIONES REPOSADO,ML,M00
0.2474667,ABSOLUT AZUL,ML,MN
0.2680533,ABSOLUT CITRON,ML,MN
0.0,ABSOLUT LEVEL,ML,M00
0.2680533,ABSOLUT MANDRIN,ML,M00
0.2680533,ABSOLUT MANGO,ML,M00
0.2735632,ABSOLUT PEARS,ML,M00
0.2680533,ABSOLUT RASPBERRI,ML,M00
0.2533333,ABSOLUT RUBY RED,ML,M00
0.0,BELVEDERE,ML,M00
0.7050667,CIROC,ML,MN
0.6913733,GREY GOOSE,ML,MN
0.0612449,GREY GOOSE CITRUS,ML,M00
0.0,GREY GOOSE ORANGE,ML,M00
0.0,GREY GOOSE PEARS,ML,M00
0.4739067,KETEL ONE,ML,MN
0.1743733,SMIRNOFF,ML,MN
0.2834533,STOLICHNAYA,ML,MN
0.0,STOLICHNAYA ELIT,ML,M00
0.0,THRE OLIVES BLUE,ML,M00
0.0,THRE OLIVES POP,ML,M00
1.3e-06,FLOR DE CAÑA 7 CRISTALINO,ML,MI
0.3712667,APPLETON ESTATE BLEND,ML,MI
0.1550533,AP***,ML,MI
0.4002457,BACARDI 8 AÑOS,ML,M00
0.17198,BACARDI AÑEJO,ML,MI
0.14828,BACARDI BLANCO,ML,MI
0.0,BACARDI LIMON,ML,M00
0.0,BACARDI RAZZ,ML,M00
0.2152,BACARDI SOLERA,ML,M00
1.3e-06,CAPITAN MORGAN,ML,MI
1.3e-06,FLOR DE CAÑA 12 AÑOS,ML,MI
0.3533333,FLOR DE CAÑA 7 AÑOS,ML,MI
0.3567867,HAVANA 7 AÑOS,ML,MI
0.1836133,HAVANA AÑEJO RESERVA,ML,M00
0.0,HAVANA SILVER DRY,ML,M00
0.56712,MATUSALEM 18 AÑOS,ML,MI
0.21264,MATUSALEM CLASICO,ML,MI
0.3573333,MATUSALEM GRAN RESERVA,ML,MI
0.1842533,MATUSALEM PLATINO,ML,MI
0.8401867,ZACA***,ML,M00
0.8505333,ZACAPA 23 AÑOS,ML,MI
2.9231034,ZACAPA XO,ML,MI
0.0,APP***,ML,MI
0.6296533,BUCHANNANS 12 AÑOS,ML,MQ
1.5979333,BUCHANNANS 18 AÑOS,ML,MQ
0.9183867,BUCHANNANS MASTER,ML,MQ
0.0,BUCHANNANS RED SEAL,ML,MQ
0.6885058,CHIVAS REGAL 12 AÑOS,ML,MQ
1.7770133,CHIVAS REGAL 18 AÑOS,ML,MQ
0.0,CHIVAS REG***,ML,M00
0.0,DEWARS 12 AÑOS,ML,M00
0.0,DEWARS 18 AÑOS,ML,M00
0.0,DEWARS WHITE LABEL,ML,M00
0.73712,GENTLEMAN JACK,ML,MQ
0.9046,GLENFIDDICH,ML,MQ
0.2541333,J & B,ML,MQ
0.75724,JW BLACK LABEL,ML,MQ
4.7011467,JW BLUE LABEL,ML,MQ
1.2420667,JW GOLD LABEL,ML,MQ
1.2241429,JW GREEN LABEL,ML,MQ
0.2795449,JW RED LABEL,ML,MQ
0.4659857,JACK DANIELS,ML,MQ
1.2450714,JACK SINGLE BARREL,ML,M00
1.3288143,MACALLAN 12 AÑOS,ML,MQ
1.4703467,MACALLAN AMBER,ML,MQ
0.67368,OLD PARR,ML,MQ
0.0,WOODFORD RESERVE,ML,M00
0.5977,BLANCO DE LA CASA,ML,M00
0.3266667,CORTE DOC,ML,M!
0.0,GAVI DOCG,ML,M00
0.0,MOSCATO D'ASTI DOCG,ML,M00
0.4666667,MOSCATO D'ASTI NIVOLE,ML,M00
0.2346667,PINOT GRIGIO DOC PIAVE,ML,"M"""
0.0001111,PROSECCO CUVEE DI BOJ,ML,M00
0.252,PROSECCO EDIZIONE ORO,ML,M$
0.620692,5 ESTREL**,ML,M!
0.9184,A MATILDE GUST***,ML,M00
0.5461733,ALBAROLO,ML,M!
0.22,CABERNET DOC O.M.,ML,M!
0.2493333,LUMA NERO D AVOLA IGT***,ML,M00
0.3066667,EROS IGT,ML,M!
0.3266667,GAVIUS MONFERRATO ROSSO***,ML,M00
1.428,IL BORRO IGT,ML,M!
0.164,MERLOT IGT ORNELA,ML,M!
0.164,NERO D'AVOLA IGT CELLARO,ML,M!
0.3066667,LUMA SYRAH IGT,ML,M!
0.3218391,TINTO DE LA CASA,ML,M!
0.524,VALPOLICELLA DOC RIPASSO 750,ML,M!
0.5413333,VALPOLICELLA DOC RIPASSO 375,ML,M!
0.4133333,VITE ROSSA ORNELLA MOLON,ML,"M"""
0.4482759,YUMANO***,ML,M00
0.2572533,VALPOLICELLA CLASSICO DOC,ML,M!
0.1813333,FR***,ML,M00
1.3066667,BRUNELLO C. DEL BOSCO COMP/CON,ML,M!
0.5866667,ROSSO DI MONTALCINO,ML,M!
0.21948,MALIBU,ML,M00
0.0748267,AJO,GR,M6
0.0428571,ALBAHACA FRESCA,GR,M6
0.0044096,APIO,GR,M6
0.12,ARUGULA,GR,M6
0.0202207,BERENJENA,GR,M6
0.11,CALABACITA,GR,M6
0.0082307,CEBOLLA BLANCA,GR,M6
0.0197726,CEBOLLA MORADA,GR,M6
0.2966667,CEBOLLIN,GR,M6
0.0550708,CHAMPIÑON,GR,M6
0.115,CHICHARO,GR,M6
0.0294118,ENELDO FRESCO,GR,M6
0.11151,ESPARRAGO,GR,M6
0.0062125,ESPINACA,GR,M6
0.0072373,HIERBABUENA,GR,M9
0.0440631,JITOMATE BOLA,GR,M6
0.033624,JITOMATE CHERRY UVA,GR,M6
0.0141636,JITOMATE SALADETTE,GR,M6
0.0833333,LAUREL,GR,M6
0.0123077,LECHUGA ESCAROLA,GR,M00
0.011957,LECHUGA SANGRIA,GR,M00
0.0508742,LIMON EUREKA,GR,M9
0.0209651,LIMON VERDE SIN SEMILLA,GR,M9
0.0277778,MENTA,GR,M00
0.0108303,NOPAL,GR,M6
0.0109602,PAPA ALPHA,GR,M6
0.01,PAPA CAMBRAY,GR,M6
0.007482,PEREJIL FRESCO,GR,M6
0.0252,PIMIENTOS,GR,M6
0.0166667,PORO,GR,M6
0.0789474,RADICCHIO,GR,M6
0.0188159,ROMERO,GR,M6
0.0694444,SALVIA,GR,M6
0.0041113,ZANAHORIA,GR,M6
0.0,AL***,PIEZA,M00
0.1512727,B***,PIEZA,M7
0.4827273,B***,PIEZA,M7
0.039808,H***,GR,M7
0.0369009,DURAZNO,GR,M00
0.1470588,FRAMBUESA,GR,M2
0.0458921,FRESA,GR,M2
0.0584615,HIGO,GR,M2
0.0542411,KIWI B,GR,M2
0.0079048,MANDARINA,GR,M2
0.01,MANGO MANILA,GR,M2
0.0298992,MANZANA AMARILLA,GR,M2
0.0340168,MANZANA VERDE,GR,M2
0.0,MARACUYA,GR,M00
0.02,MELON,GR,M2
0.0077241,NARANJA,GR,M2
0.015,PAPAYA,GR,M2
0.0299828,PERA D'ANJOU,GR,M2
0.0131579,PLATANO,GR,M2
0.0070423,SANDIA,GR,M2
0.072,ZARZAMORA,GR,M2
165.0,CABERNET ROSATO FRIZZANTE,BOTELLA,V16
33.0,CABERNET ROSATO FRIZZANTE COPA,COPA,V16
3.05089,***AMARO RAMAZZOTTI COPA,COPA,B0
980.000025,BRUNELLO DI MONTALCINO,BOTELLA,V3
440.000025,***ROSSO DI MONTALCINO***,BOTELLA,V16
616.3833,GRAN RVA CASA MADERO,BOTELLA,V7
123.27666,GRAN RVA MADERO COPA,COPA,V17
21.8566915,SALSA GORGONZOLA,ORDEN,A7
0.22,CABERNET ROSATO FRIZZANTE OM,ML,M!
2.0987706,EXTRA SALSA NAPOLITANA,ORDEN,A22
13.8741369,SALSA BOLOGNESA,ORDEN,A7
41.8829856,SALSA TARTUFATA,ORDEN,A7
10.1283121,ORDEN MOZZARELLA RAYADO,ORDEN,A22
6.2842743,ORDEN QUESO GORGONZOLA,ORDEN,A22
11.9658106,ORDEN QUESO BRIE,ORDEN,A22
12.3034947,ORDEN QUESO PROVOLONE,ORDEN,A22
24.807614,ORDEN MOZZARELLA VACA REBANADA,ORDEN,A5
6.1226071,EXTRA GUANCIALE,ORDEN,A22
9.5526772,ESPINACAS A LA CREMA,ORDEN,A5
8.294232,EXTRA DE JITOMATE BOLA,ORDEN,A22
19.8333333,EXTRA SALMON FRESCO,ORDEN,A5
17.7894737,EXTRA SALMON AHUMADO,ORDEN,A22
0.0271416,SAL***,GR,AR
0.046247,SA***,GR,A5
637.6900501,LASAGNA BOLOÑESA CHAROLA PROD,ORDEN,AY
0.0268655,SALSA MEDITERRANEA SUBRECETA,GR,AS
0.0920011,VINAGRETA ITALIANA SB,ML,AY
0.0408907,ADEREZO DE YOGHURT SUBRECETA,GR,AY
5.4385947,BASE SOPA MAR ADRIATICO,PIEZA,AR
0.1339774,CHAMPIÑONES COCIDOS,GR,AS
0.0711671,REDUCCION DE BALSAMICO,GR,AY
0.0343552,PURE DE PAPA,GR,AS
3.4230066,CRUJIENTE DE PARMESANO,PIEZA,AY
0.112,JAIBA,GR,M5
0.1809709,SALSA GORGONZOLA SUBRECETA,ML,AS
11.0182855,PAPA AL HORNO,PIEZA,AS
0.0764214,ESPINACAS A LA CREMA,GR,AS
0.0563262,MERMELADA DE JITOMATE,GR,AS
0.0614679,ACEITE ROMERO Y AJO,ML,AS
0.2696482,PASTA DE AJO,GR,AS
0.00155,AGUA C,ML,M00
0.0225031,FOCACCIA LAMINA,GR,AS
0.0227854,GRISSINIS,GR,AS
0.1612626,RELLENO DE TORTELLINI,GR,AX
0.1897833,PESTO,GR,AY
0.3263671,RELLENO DE AGNELOTTI,GR,AX
0.0192565,MASA BLANCA (SIN COCCION),GR,AR
0.1146362,JITOMATE DESHIDRATADO PRODUCCI,ORDEN,AS
5.6229053,CHAMPIÑON PARA GRATINAR,PIEZA,AS
0.0473971,SALSA SICILIANA,GR,AS
96.0576088,DANZANTES AÑEJO,COPA,B9
16.4447054,CREPE DE ARANCIA,ORDEN,A5
74.9803304,CREPE FRAGOLA E FORMAGGIO,ORDEN,A5
7.8602067,DISCO DE PIZZA GRANDE,PIEZA,AY
2.8581815,COUNTRY STYLE,PIEZA,AS
0.0219109,HOJALDRE,GR,AS
0.0914527,QUESO CREMA,GR,M4
0.38904,JAMESON,ML,MQ
0.0,CANADIAN MIST,ML,M00
0.5504,MAESTRO DOBEL,ML,MO
0.1752063,KNORR DE CAMARON C,GR,M0
76.6007317,FILETTO ALLA GRIGLIA,ORDEN,A5
0.0728125,HINOJO BULBO,GR,M6
0.5828114,SOLETAS TIRAMISU SB,PIEZA,AS
0.0395851,SALSA INGLESA REPOSTERIA PRODU,ML,AY
0.0480608,CREMA BATIDA DULCE,GR,AS
0.0417566,CREMA DIPLOMATICA PROU***,GR,AS
3.7360032,CREPAS ORDEN TOSCALIA,ORDEN,AS
0.0658163,SALSA DE FRESA PVT,ML,AY
0.0349704,SALSA DE MANGO,ML,AY
0.1047758,SALSA DE CHOCOLATE SB,GR,AY
0.0429,SERVILLETAS B,PIEZA,M00
0.1200031,TOCINO AHUMADO,GR,M1
28.4732008,BELLINI DE MANGO,COPA,B14
8.1556887,MARGARITA S/A FRESA,COPA,B14
8.6211631,MARGARITA S/A MANGO,COPA,B14
7.5592401,MARGARITA S/A KIWI,COPA,B0
40.6041079,PALOMA 70,COPA,B0
24.0125565,MARGARITA FRESA,COPA,B14
24.0265565,MARGARITA DURAZNO,COPA,B14
24.2925565,MARGARITA MANGO,COPA,B14
7.5961876,DAIQUIRI S/A FRESA,COPA,B14
6.6078646,DAIQUIRI S/A KIWI,COPA,B0
7.8761876,DAIQUIRI S/A MANGO,COPA,B14
17.2180746,TEQUILA PIÑA COLADA,COPA,B0
13.289582,DAIQUIRI FRESA,COPA,B14
12.3292378,DAIQUIRI DURAZNO,COPA,B14
13.499582,DAIQUIRI MANGO,COPA,B14
0.155,CHOCOLATE CHILL OUT B,GR,M8
0.189,CREMA DE AVELLANA C,GR,M0
1.5,PIMIENTA ROSA C,GR,M00
0.0180451,PEPINO,GR,M9
13.5626531,ACEITUNAS PREPARADAS BARRA,ORDEN,BS
0.0394274,CHILES TOREADOS,GR,AS
0.035,CHILE TAMPICO,GR,M6
53.879,CIGARROS,PIEZA,MU
21.035,AGUA SAN PELLEGRINO CHICA,BOTELLA,MS
0.0,***,BOTELLA,M00
4.9491204,ESPRESSO DECAF,TAZA,B16
9.4274337,ESPRESSO DECAF DOBLE,TAZA,B16
5.4461004,AMERICANO DECAF,TAZA,B16
10.3166849,CAPUCCINO DECAF,TAZA,B16
14.4000182,LATTE DECAF,TAZA,B16
9.4132682,EXTRA QUESO GRANA PADANO,ORDEN,A22
7.1240486,RAVIOLES NATURAL,ORDEN,A5
8.1284249,TORTELINI NATURAL,ORDEN,V16
2.5197522,TAGLIATELLE NATURAL,ORDEN,A5
3.4726202,SPAGUETTI NATURAL,ORDEN,A5
21.96,GNOCCHI NATURAL,ORDEN,A5
3.4527202,LINGUINE NATURAL,ORDEN,A5
3.4228702,PENNE NATURAL,ORDEN,A5
12.5562272,AQUA PANNA,BOTELLA,B0
0.0,FALTA RECETA,GR,M00
53.9704155,COZZE ALL' ARRABIATA,ORDEN,A5
77.6179205,COZZE AL GORGONZOLA,ORDEN,A5
55.3333456,RISOTTO VODKA Y SALMON,ORDEN,V16
0.636185,TE SABORES GRANEL B***,GR,M00
0.0,AMARO RAMAZZOTTI,ML,M00
0.2988707,JC BRAVO,ML,M00
0.154875,CORAZON DE ALCACHOFA C,GR,M0
0.0425446,SALSA DE CARAMELO,GR,AS
24.3609485,LIN***,ORDEN,A5
14.4249168,LIMONADA DELLA CASA,VASO,B13
7.28724,JUGO DE ARANDANO,VASO,B13
0.5862069,ACEITE TARTUFO NERO C,ML,M0
0.0708816,PIÑA REBANADA ALMIBAR C,GR,M0
0.0047824,SAL DE GRANO C,GR,M0
0.097,ARANDANO C,GR,M0
0.0212334,SALSA CATSUP C,GR,M0
0.28,A***,PIEZA,M00
0.01085,FIDEO ITALPASTA C,GR,M0
0.0214,SPAGUETTI ITALPASTA C,GR,M0
0.06,ESPINAZO DE RES,GR,M3
0.025,CHILE POBLANO,GR,M6
0.0202,TOMATE VERDE,GR,M6
0.0061298,CILANTRO,GR,M6
0.015,VERDOLAGAS,GR,M00
5.0,LECHUGA ROMANA,PIEZA,M6
0.073,JAMAICA,GR,M0
0.0089919,BROCOLI,GR,M6
0.0125,COLIFLOR,GR,M00
0.00625,EPAZOTE,GR,M6
0.0108696,HOJA DE AGUACATE,GR,M6
0.00875,CHAYOTE,GR,M00
0.0238095,FLOR DE CALABAZA,GR,M00
0.024,TAMARINDO ENTERO,GR,M0
0.094,CHILE PASILLA,GR,M00
0.048,HABA SECA,GR,M00
0.064,CHILE CHIPOTLE SECO,GR,M0
0.0442092,TOMILLO,GR,M6
0.07,CUBETA DE MOLE PERSONAL C,GR,M0
0.02,LECHUGA OREJONA,GR,M00
0.0,PIPICHA,GR,M00
2.9,ELOTE ENTERO,PIEZA,M6
0.0061404,CEBOLLITAS CAMBRAY,GR,M6
0.0145,AZUCAR MORENA C,GR,M0
0.012,ARROZ PERSONAL C,GR,M0
0.078017,CARNE***,GR,M00
0.0173857,MAIZ POZOLERO,GR,M6
0.0114071,CHILE JALAPEÑO,GR,M6
0.0035714,RABANOS,GR,M6
0.07,MANZANILLA,GR,M00
0.0461904,SA***,GR,MH
0.401,DULCES PARA COMENSALES,PIEZA,M0
0.0159347,SAL****,GR,MH
0.0179712,***,GR,M00
0.0920011,VINAGRETA ITALIANA PVT,ML,MH
0.0408907,ADEREZO DE YOGURTH PVT,ML,MH
0.0563262,MERMELADA DE JITOMATE PVT,ML,MH
5.4385947,BASE SOPA MAR ADRIATICO PMT,PIEZA,M00
0.0711671,REDUCCION DE BALSAMICO PVT,ML,MH
0.0343552,PURE DE PAPA,GR,M00
0.0098245,P***,GR,M00
0.1809709,SALSA QUESO GORGONZOLA PVT,ML,MH
0.0764214,ESPINACAS ALA CREMA PVT,GR,MH
0.0614679,ACEITE ROMERO Y AJO PVT,ML,MH
0.1924651,XXX,GR,M00
0.0225031,FOCACCIA LAMINA PMT,GR,MH
0.0227854,GRISSINIS PMT,GR,MH
0.0642591,XXX,GR,M00
0.083446,***,GR,M00
0.1897833,PESTO PMT,GR,MH
0.5087368,***,GR,M00
0.2629169,XXX,GR,M00
0.0473971,SALSA SICILIANA PVT,ML,M00
0.026668,SANGRITA MATERIA PRIMA PB,ML,MH
0.3021043,H***,PIEZA,M00
0.0,R***,PIEZA,M00
0.0658163,SALSA DE FRESA PVT,ML,MH
0.0349704,SALSA DE MANGO PVT,ML,MH
0.0394274,CHILES TOREADOS PVT,GR,MH
0.0290429,XXX,GR,M00
5.6229053,CHAMPIÑON P/GRATINAR PVT,PIEZA,MH
0.1339774,CHAMPIÑONES COCIDOS TC,GR,MH
5.3975292,BASE MINESTRONE ***,PIEZA,AR
36.5998432,FRUTTI DI MARE PORCION,ORDEN,AY
48.2453903,CALAMARES PORCION,ORDEN,AS
48.0282927,MEJILLONES NUEVA Z. PORCION,ORDEN,AX
10.0262727,GAMBERI PORCION PARRILLA,ORDEN,AR
0.0505536,CEBOLLITAS CURTIDAS,GR,A5
7.1791068,PANNA COTTA PRODUCCION,PIEZA,AS
1.2480879,PROFITEROLES PROD/TOSC (5 PZ),PIEZA,AS
0.1583104,COMPOTA DE FRESAS PRODUCCION,GR,AS
0.6078564,DIPLOMATICO PROD/TOSC (3 PZ),ORDEN,AS
18.8021162,TIRAMISU PRODUC***,PIEZA,AS
4.4991081,CANNELLONI NATURAL,ORDEN,A5
5.3383829,MOLTEN PRODUCCION,PIEZA,AS
0.0447668,REDUCCION DE VINO TINTO SB,GR,AR
7.1899089,R***,ORDEN,AR
8.1284249,TORTELLINI PRODUCCION,ORDEN,AX
2.983654,TAGLIATELLE PRO***,ORDEN,AR
3.4726202,SPAGHUETTI PORCION TOSCALIA PV,ORDEN,AY
3.4527202,LINGUINE PORCION TOSCALIA PMT,ORDEN,AY
3.4228702,PENNE PORCION TOSCALIA,ORDEN,AY
7.5098939,RISOTTO PORCION PMT,PIEZA,AY
18.7764094,AGNOLOTTI PRODUCCION,ORDEN,AX
4.4990962,CANELONNI PRODUCCION,ORDEN,AR
0.0400442,BASE MINESTRONE 2018,ML,MH
7.1791068,PANNA COTTA PRODUCCION PVT,PIEZA,MH
2.8325578,CR***,PIEZA,M00
1.2480879,PROFITEROLES PROD/TOSC (5 PZ),ORDEN,MH
0.1583104,COMPOTA FRESAS PVT,GR,MH
0.6078564,DIPLOMATICO PROD/TOSC (3 PZ),ORDEN,MH
19.9757244,TIRAMISU PRODUC****,PIEZA,MH
5.3383829,MOLTEN PRODUCCION PVT,PIEZA,MH
0.0458055,SALSA VINO TINTO PARRILLA PVT,ML,MH
566.8970149,B***,ORDEN,M00
17.7894737,CARPACCIO SALMON AHUMADO PRODU,PIEZA,AR
19.8333333,CARPACCIO SALMON FRESCO,ORDEN,AR
30.2873563,CARPACCIO DE RES,PIEZA,AY
19.8333333,CARPACCIO DE SALMON FRESCO PVT,PIEZA,M00
17.7894737,CARPACCIO DE SALMON AHUMAD PVT,PIEZA,MH
30.2873563,CARPACCIO DE RES PVT,PIEZA,MH
0.0636667,CHILE SERRANO SECO C,GR,M0
0.025525,AZUCAR MOSCABADO GRANEL C,GR,M0
0.0932804,SALSA DE SOYA C,ML,M0
16.2,TOSTADAS PERSONAL C,PIEZA,M0
0.0090643,MELON VALENCIANO,GR,M00
0.0279028,JICAMA,GR,M00
0.8611111,TINTA DE CALAMAR,ML,M5
0.04865,LECHUGA ITALIANA,GR,M00
0.02,TUNA,GR,M2
0.0206582,EJOTE,GR,M6
0.074375,CHILE GUAJULLO ANCHO,GR,M0
0.0063395,CALABACITA REDONDA,GR,M00
150.0,QUESO DE VACA PERSONAL,PIEZA,M4
0.1015215,BISTECK DE RES,GR,M3
0.064,XXX,GR,M00
0.075,q****,GR,M00
2.0,PANADERIA PERSONAL C,PIEZA,M0
0.012,TORTILLA DE MAIZ C,GR,M0
4.4344697,CODITO ITALPASTA C,PIEZA,M0
0.105042,CHAMBARETE DE RES,GR,M3
27.63538,MARTINI DE HORCHATA,COPA,B18
0.018,GUAYABA,GR,M2
0.0750646,COSTILLA DE CERDO,GR,M3
0.11,CEREZA NATURAL,GR,M2
0.39516,LA INA DOMECQ,ML,M00
0.0,LI NUVO,ML,M00
19.272765,LA INA COPA,COPA,B0
0.03,HUESO DE RES,GR,M3
0.0622857,GARBANZO C,GR,M00
0.0349779,PAN BLANCO BIMBO C,GR,M00
0.03,AGUACATE,GR,M6
0.0716,LONGANIZA,GR,M3
0.0083333,ACELGA,GR,M00
0.502,GERMEN DE ALFALFA,GR,M00
0.1399917,CAPELLI DI ANGELO C,GR,M0
0.061,FILETE DE TILAPIA,GR,M00
0.0129032,PLATANO MACHO,GR,M2
51.4,SALSA VALENTINA C,PIEZA,M0
0.03,MANTECA DE CERDO,GR,M00
0.0,SIFON GAS C,PIEZA,M00
9.0,CUE***,PIEZA,M00
2.0833333,PA***,PIEZA,M00
47.7262967,FRUTTI DI MARE PIZZA,ORDEN,AS
0.046603,ESPINACA BLANQUEADA,GR,AY
0.00625,BETABEL,GR,M6
0.08174,HONGO PORTOBELLO,GR,M6
1.428,AMARONE CAMPO REALE 750,ML,M!
0.0389441,TORTILLA HARINA C,GR,M0
0.0335223,CHILE HABANERO,GR,M6
0.0305333,SALCHICHA PARA PERSONAL,GR,M1
0.029,LENTEJA C,GR,M0
0.22,QUESO FONTINA BELGIOIOSO,GR,M00
0.032,CABEZA DE CERDO,GR,M3
0.706,PROSCIUTTO SAN DANIELE,GR,M00
0.071,CONCENTRADO DE TAMARINDO B,ML,M9
0.069,CONCENTRADO DE HORCHATA B,ML,M9
0.084,CONCENTRADO DE FRESA B,ML,M9
0.089,CONCENTRADO DE MANGO B,ML,M9
0.091,CONCENTRADO DE GUANABANA B,ML,M9
0.096,CONCENTRADO DE MARACUYA B,ML,M9
0.08425,CONCENTRADO DE DURAZNO B,ML,M9
0.093,CONCENTRADO DE MIXED B,ML,M9
0.103,CONCENTRADO DE MANDARINA B,ML,M9
0.0714286,GUANABANA,GR,M00
0.0123333,AVENA C,GR,M0
60.3855354,PIZZA DI PROSCIUTTO E RUCOLA,ORDEN,A19
45.166044,AGNOLOTTI RIPIENI CON RAGOU,ORDEN,A5
14.8344109,HEINEKEN/ULTRA,PIEZA,MT
14.8344109,HEINEKEN/ULTRA,BOTELLA,B15
0.0464073,LECHERA C,GR,M0
0.0698847,BISTECK DE CERDO,GR,M3
0.0217867,MOSTAZA PERSONAL C,GR,M0
0.1689984,PATO,GR,M3
0.0598068,PIERNA DE PAVO AHUMADA,GR,M00
0.0580082,PEREJIL FRITO,GR,AS
1.2244886,ALBAHACA SECA SUBRECETA,GR,AS
0.1106915,BRANDY COCINA C,ML,M0
0.0,LICOR DE MENTA VERDE,ML,M00
0.1408328,CHILE SERRANO FRITO,GR,AS
0.2596703,HOJUELAS DE AJO,GR,AS
0.0449672,HUEVO COCIDO,GR,AS
17.3783373,SALSA RAGU CORDERO,PIEZA,V19
0.12,CHILE ANCHO,GR,M00
0.1154589,PEPITAS,GR,M6
0.25,CLAVO C,GR,M0
0.1,CHICHARRON,GR,M3
0.435,XXX,PIEZA,M00
0.1666667,ATUN LATA PERSONAL C,GR,M0
0.0465,CHILE PULLA,GR,M00
12.0,COLORANTE C,PIEZA,M0
2.5081038,M***,PIEZA,M00
0.1977522,ACEITUNA PROSCUITTO PEPE PVT,GR,M00
1.2244886,ALBAHACA SECA PVT,GR,MH
0.1408328,CHILE SERRANO FRITO PVT,GR,MH
0.2596703,HOJUELAS DE AJO PVT,GR,MH
0.0223529,H***,GR,M00
11.7172396,***,PIEZA,M00
0.014183,MASA BLANCA(SIN COCCIÓN) PMT,GR,M00
0.0580082,PEREJIL FRITO PVT,GR,MH
0.0399004,MANZANA GALA,GR,M00
0.0351023,CACAHUATE C,GR,M0
7.7262123,RISOTTO NATURAL,ORDEN,A5
0.3386714,LICOR WHY & MEL,ML,M00
48.0496011,DON JULIO 70 COPA,COPA,B8
14.0902804,STUFATO DI PATATE E PORRI,ORDEN,A5
0.8608429,DON JULIO 70,ML,MO
0.770005,***DOS MADERAS 5+3 COPA,COPA,B0
47.2706032,***DOS MADERAS 5+5 COPA,COPA,B0
48.0240765,SHAKERATO 43,COPA,B14
17.6137602,***WHY & MEL COPA,COPA,B0
735.9387239,PAVO NAVIDEÑO,ORDEN,A4
692.5060184,LECHON NAVIDEÑO,ORDEN,A4
26.5758333,REFRESCO 2 LT,PIEZA,MS
1.8296875,PAN MEDIAS NOCHES C,PIEZA,M0
